0.869559,-0.054926,1.021392,-4.139378,-2.811441,-3.264300,-0.532422,-1.355611,1.916287,0.955712,-0.058058,0.142788,
6.960197,3.444487,-1.396989,2.055418,1.821036,-1.198673,-1.058649,-2.244724,0.325330,-0.317568,0.139512,-0.095113,
5.136280,5.405530,-0.340331,-0.636776,1.678585,0.236201,3.276997,-0.135165,1.071520,-0.229288,-0.016166,0.021021,
4.971385,1.334254,-0.489886,1.171853,2.917048,0.206250,2.318328,1.139717,2.066710,0.013142,-0.358754,-0.034387,
-3.575619,0.670320,5.105177,-3.379617,-0.580327,2.241142,-0.039173,-0.915489,1.266065,-0.523937,0.047864,0.016843,
6.462676,3.468039,0.116633,3.753319,3.498060,1.037964,-0.659893,-1.516011,0.085172,-0.784950,-0.138055,-0.141604,
-3.374653,-0.306936,4.445128,-2.211301,-1.967115,-0.263099,1.854262,-1.269756,0.617901,0.493658,-0.144472,-0.024847,
5.103192,4.457061,1.908192,3.005667,4.215521,0.712387,2.225936,1.000382,-0.265446,-1.266624,-0.184063,0.045874,
-0.680340,-2.038965,-0.895741,-3.542235,-0.230074,-0.942725,0.576465,-0.483584,1.348157,1.059434,-0.147592,-0.035301,
7.439959,1.566376,-2.784990,2.897296,1.639446,-1.553060,-0.165263,0.182063,1.904910,0.084057,0.139280,-0.083572,
4.682710,4.339347,3.142810,1.615762,0.617819,0.101766,0.873581,0.650597,1.144467,0.358418,0.333042,0.063275,
6.035436,0.423973,-1.376275,1.618843,4.500470,1.743432,0.467685,2.684953,1.084538,0.276348,-0.411525,-0.111302,
-2.127976,-0.883592,0.891597,-2.198946,-1.193328,-1.165820,0.796814,0.888337,1.633056,-0.111614,0.098778,-0.016512,
5.563153,3.634388,0.681444,6.177747,4.364441,-0.545922,0.211263,-1.094246,1.007912,-0.865779,-0.056699,-0.134679,
-0.039173,1.797255,5.125282,-0.243418,-0.511601,1.520603,2.932038,0.378980,2.138049,0.741069,0.066718,0.038411,
4.024098,3.768338,4.011869,3.664999,3.705434,2.554550,1.770805,0.726488,0.614072,0.348905,0.255995,0.044159,
-0.199731,-0.278950,2.500908,-5.331857,-4.820982,-2.020387,1.192629,-0.869686,1.518620,1.060781,-0.087488,0.061219,
7.097813,2.619234,-0.668057,4.417464,1.663022,-1.512437,-1.039857,-0.779146,0.337867,-0.729858,0.040697,-0.018733,
4.491680,2.448261,1.356720,0.157508,1.433588,1.790146,2.210293,1.653118,1.639504,0.396131,0.062753,0.017087,
5.519496,0.482484,-1.773203,1.670694,5.776417,0.363531,2.154866,1.227836,1.563064,0.299052,-0.549800,0.008583,
-2.803088,1.738207,3.870047,-3.058813,1.737636,1.014385,-1.308519,0.925348,0.353371,-0.432972,0.501252,-0.056102,
4.973537,4.521917,4.266461,4.093712,3.016045,1.281338,0.430828,0.014057,0.055652,-0.179617,-0.120153,-0.055981,
-3.323675,0.882957,3.771225,-3.441356,-2.162237,0.391964,1.224112,0.038362,1.922933,0.216071,0.152651,-0.061875,
5.440268,4.251395,2.548204,2.738640,3.636983,3.207622,1.534505,-0.393391,-0.659348,-0.433917,0.089946,0.013571,
-1.457125,-0.272100,2.288621,-0.974077,0.257884,-0.430644,-0.512581,-0.947854,1.414842,-0.063304,-0.125038,0.039872,
6.602870,0.710029,-3.216435,3.283885,3.543652,-0.376999,1.525038,1.193436,2.356344,-0.358153,-0.416693,-0.177784,
5.043252,2.249573,1.010779,2.450736,3.351838,1.335615,0.669987,0.863393,1.169448,0.831547,0.260986,0.044392,
5.537614,1.335072,-0.533131,3.793894,4.802695,2.334489,1.392105,1.908156,1.189829,0.174507,-0.170229,0.029144,
-1.394469,3.037569,4.158590,-1.444014,0.516689,0.524162,1.106265,1.943092,2.044186,-0.045393,0.677610,-0.027032,
5.365224,4.014978,1.235833,4.194122,5.404392,0.776269,0.789956,-1.475604,1.116836,-0.272905,-0.056543,-0.136408,
0.114938,1.016302,5.799518,2.073469,1.087900,2.161138,2.941659,0.003711,1.020191,0.682348,0.077226,0.046123,
3.775897,3.005015,2.932464,2.682536,3.021256,2.441760,2.317900,1.744130,1.202821,0.415137,0.164655,0.100259,
