1.174145,1.665428,1.577003,2.415951,0.817900,0.572308,0.138818,0.331909,0.665807,0.326066,0.152870,-0.015314,
1.303081,1.289833,1.007300,2.935438,2.007383,0.983412,1.625329,0.744563,0.789937,0.658370,0.125336,-0.003827,
1.595478,1.367215,0.859524,3.222095,2.359559,0.938927,1.645605,1.399650,0.630587,0.695044,0.233175,0.028608,
2.104888,1.377131,1.384393,2.238679,2.404164,1.481658,1.628799,1.276772,0.987915,0.672272,0.124019,0.026063,
2.800997,2.090473,1.508186,1.372072,2.252904,1.535144,1.550283,1.059766,1.194600,0.577238,0.123432,0.030871,
2.843588,2.338675,1.996897,1.887055,1.806720,1.558188,1.410736,1.109071,0.941386,0.616468,0.322121,0.069097,
3.722522,3.149662,2.680840,2.597383,2.688407,2.328168,1.983068,1.696470,1.305678,0.635137,0.133892,0.091882,
3.862390,3.506037,3.115578,2.907920,2.579509,2.315218,2.176741,1.973070,1.390446,0.681489,0.126391,0.093330,
6.217665,4.157864,2.008115,3.117012,2.787830,0.763383,2.677845,2.933945,1.326686,0.787279,0.168303,0.104662,
5.245219,3.853177,2.555357,2.457459,1.969320,1.238339,2.295698,2.554351,1.710352,0.734374,0.157128,0.031362,
4.769959,3.569195,2.812334,2.105156,1.422673,1.524888,2.233687,2.325022,1.782602,0.875881,0.109308,0.013831,
4.937444,3.199059,3.436944,1.264380,0.244872,2.592149,2.584795,1.188262,2.048433,1.502537,-0.030250,0.000252,
6.208392,1.880810,4.912430,-0.495857,0.156094,3.050133,2.580170,0.923597,1.747835,1.572277,-0.066181,-0.024303,
4.723702,1.962190,4.411625,-0.000468,-1.527453,2.531449,2.362250,0.584103,1.878245,1.199644,-0.126641,0.022426,
3.797933,1.296344,4.195805,-1.635604,-2.618778,2.889300,3.393511,-0.376481,2.256262,0.908060,-0.085688,0.119855,
2.831808,2.294051,2.675150,-1.970679,-1.095783,2.666668,3.304397,-0.667536,2.572776,0.566533,0.154098,0.118799,
2.650889,2.990191,1.620487,-1.991656,0.092294,2.527822,2.919550,-0.465302,2.402457,0.585512,0.288982,0.164644,
2.585716,2.125374,1.956215,-0.982074,0.690794,2.058388,2.068089,0.044745,2.261762,1.031784,0.147096,0.076962,
2.183200,0.102208,3.967422,-0.136076,-0.612129,2.885024,1.915416,-0.289325,2.629962,1.110322,-0.030032,0.054678,
2.011630,-0.526481,4.659675,-0.129023,-0.854435,2.958304,1.966776,-0.691535,2.951216,1.281473,-0.097556,0.069108,
1.379294,0.344259,4.459024,-0.929717,0.757690,1.831750,2.026739,-0.443052,3.099782,1.084436,-0.102289,0.126431,
1.124852,0.786091,4.323126,-0.801603,0.945405,1.701389,1.379400,-0.061874,3.450466,0.877467,0.114038,0.121615,
0.939153,1.461844,3.867479,-0.493624,0.593169,2.033959,0.923934,0.246790,3.759747,0.367826,0.419424,0.100728,
1.087533,1.863673,3.657618,-0.544633,0.710146,1.902609,0.754561,0.743025,3.350616,0.379410,0.477489,0.096278,
0.986431,2.434388,3.878771,-0.656089,0.025251,2.314262,0.843180,0.928368,2.835042,0.319747,0.634797,0.046735,
0.499410,2.540845,4.701309,-0.330625,-1.169147,3.130092,1.188213,0.508262,2.835316,0.283465,0.557703,0.020769,
0.189984,2.611987,5.243678,-1.150166,-0.094620,2.180476,2.279916,0.588325,2.477809,0.608674,0.234277,0.063255,
-0.126385,2.353201,5.357514,-1.493795,0.627983,1.355828,3.032042,0.677648,2.352312,1.000053,0.111652,0.070832,
-0.201441,2.368185,5.007357,-1.088582,0.834395,1.047992,3.066692,0.608407,2.612445,0.772495,0.169180,0.116988,
-0.160171,2.365734,4.337787,-1.283469,1.501461,1.012064,2.373537,0.696038,3.048132,0.656794,0.080903,0.166989,
-0.512438,2.911366,3.995514,-1.443024,1.450574,1.090446,2.255848,0.563817,2.971506,0.755388,-0.067726,0.175742,
-0.040643,1.769417,4.687490,-0.699588,0.485102,1.446736,2.577813,0.252937,2.600820,0.698665,-0.113127,0.114125,
0.260717,1.170133,5.334788,-0.555805,-0.300970,2.024725,2.805796,-0.240896,2.427993,0.673098,-0.120945,0.071274,
-0.110575,1.783255,4.351659,0.114225,-0.213026,1.707032,2.715306,-0.263132,2.410765,0.441377,-0.137590,0.044055,
-0.090799,1.556473,4.020819,0.143892,-0.097152,1.666441,1.832602,0.018528,2.944657,0.180687,-0.098737,0.036491,
-0.064436,1.369939,4.196741,-0.118615,-0.212583,2.438828,1.344086,-0.100735,3.494768,-0.197486,0.142024,0.006204,
0.262060,1.306510,3.721263,-0.218279,0.490033,2.675761,1.390125,-0.243063,3.315713,-0.094797,0.138384,0.004306,
0.633069,1.211619,4.139864,-1.193952,1.311686,2.233551,1.474330,0.390550,2.612553,0.181898,0.153441,0.032918,
0.938666,1.014096,4.040132,-1.279782,0.871541,2.389744,1.673354,0.229899,2.549151,0.596663,-0.132383,0.030469,
