6.886789e+000	9.294467e-036	2.727052e-047	2.365127e-075	1.701317e-087	
8.419994e+000	8.739304e-030	1.483897e-042	1.620668e-073	1.124660e-087	
1.670780e+001	1.078876e-029	2.975540e-044	2.285146e-072	2.266787e-087	
2.024049e+001	8.642112e+000	6.990756e-037	2.441583e-067	7.741045e-088	
3.343505e+001	8.932181e+001	1.502397e-038	3.870237e-065	5.376410e-088	
3.989336e+001	1.065753e+002	3.311518e-028	6.835998e-059	2.398252e-086	
4.896488e+000	1.265392e+002	2.254643e+002	1.255361e-052	6.560697e-077	
3.330091e+000	8.641071e+001	1.539645e+002	2.067073e-050	2.902715e-076	
2.236258e+000	5.870910e+001	1.046066e+002	3.403659e-048	1.117861e-075	
1.461197e+000	3.968155e+001	7.070511e+001	5.605591e-046	3.643917e-075	
8.870708e-001	2.667267e+001	4.753915e+001	9.281298e-044	9.654383e-075	
4.177897e-001	1.776243e+001	3.179183e+001	1.769869e-041	1.949563e-074	
2.529645e-031	1.107128e+001	2.114444e+001	1.612757e-028	2.667890e-074	
1.784749e-042	6.651405e-030	1.398445e+001	9.403495e+001	1.856073e-074	
1.934097e-042	3.973142e-030	8.353151e+000	5.616866e+001	1.480966e-073	
2.095953e-042	2.359566e-030	4.960474e+000	3.335545e+001	1.181666e-072	
2.271367e-042	1.393027e-030	2.928269e+000	1.969040e+001	9.428543e-072	
2.461476e-042	8.174684e-031	1.718141e+000	1.155320e+001	7.523058e-071	
2.667510e-042	4.767862e-031	1.001868e+000	6.736802e+000	6.002667e-070	
2.890806e-042	2.763647e-031	5.805064e-001	3.903465e+000	4.789543e-069	
3.132809e-042	1.591937e-031	3.341860e-001	2.247147e+000	3.821588e-068	
3.395090e-042	9.112854e-032	1.911136e-001	1.285094e+000	3.049254e-067	
3.679347e-042	5.184526e-032	1.085557e-001	7.299542e-001	2.433008e-066	
3.987424e-042	2.932240e-032	6.123559e-002	4.117626e-001	1.941303e-065	
4.321317e-042	1.649499e-032	3.429861e-002	2.306319e-001	1.548970e-064	
4.683183e-042	9.238297e-033	1.907210e-002	1.282452e-001	1.235927e-063	
5.075296e-042	5.160332e-033	1.052677e-002	7.078445e-002	9.861494e-063	
5.499501e-042	2.883480e-033	5.766200e-003	3.877325e-002	7.868510e-062	
5.952009e-042	1.619902e-033	3.134020e-003	2.107386e-002	6.278295e-061	
6.374148e-042	9.222824e-034	1.689850e-003	1.136293e-002	5.009369e-060	
6.187900e-042	5.385041e-034	9.037381e-004	6.076937e-003	3.995820e-059	
8.666698e-048	3.275268e-034	4.792866e-004	3.222829e-003	3.174463e-058	
1.162364e-053	3.955021e-033	2.520071e-004	1.694551e-003	2.369557e-057	
2.845361e-040	4.818457e-033	4.334231e-003	2.914431e-002	6.663752e-055	
3.083750e-040	3.589127e-033	2.238536e-003	1.505239e-002	5.317030e-054	
3.342126e-040	2.855710e-033	1.145453e-003	7.702268e-003	4.242540e-053	
3.622165e-040	2.391037e-033	5.805531e-004	3.903761e-003	3.385952e-052	
3.925685e-040	2.073625e-033	2.913692e-004	1.959227e-003	2.711347e-051	
4.254655e-040	1.838854e-033	1.447647e-004	9.734276e-004	2.278023e-050	
4.611204e-040	1.652448e-033	7.118268e-005	4.786467e-004	3.174040e-049	
4.997578e-040	1.496185e-033	3.462963e-005	2.328565e-004	1.858236e-047	
5.415657e-040	1.360281e-033	1.666275e-005	1.120436e-004	2.047381e-045	
5.862223e-040	1.239351e-033	7.927346e-006	5.330500e-005	2.410512e-043	
6.284383e-040	1.130305e-033	3.727703e-006	2.506578e-005	2.851338e-041	
6.163736e-040	1.031228e-033	1.731929e-006	1.164581e-005	3.375516e-039	
1.090676e-040	9.404428e-034	7.947470e-007	5.344023e-006	4.087788e-037	
2.422008e-046	4.514910e-036	3.600513e-007	2.421049e-006	2.224750e-034	
1.757385e-045	6.756025e-045	4.480217e-027	1.082413e-006	3.680205e-005	
5.632887e-044	2.149471e-043	3.766334e-026	6.295682e-006	2.140532e-004	
1.606758e-042	6.900167e-042	3.166227e-025	3.610373e-005	1.227527e-003	
1.417815e-041	1.985037e-040	5.558628e-033	2.040362e-004	6.937230e-003	
2.376146e-040	1.857787e-039	1.882669e-032	1.703623e-003	5.792319e-002	
4.468314e-040	1.690306e-038	1.135705e-030	7.001499e-003	2.380510e-001	
7.710430e-039	5.264332e-038	3.667942e-030	5.661955e-002	1.925065e+000	
4.926705e-038	5.371186e-037	3.805414e-029	2.250978e-001	7.653327e+000	
1.540501e-037	3.484595e-036	3.960555e-028	8.793270e-001	2.989712e+001	
4.175122e-037	1.091676e-035	1.491553e-030	3.372875e+000	1.146777e+002	
2.248399e-036	5.879334e-035	1.729411e-030	3.385056e+000	1.150919e+002	
1.210195e-035	3.166163e-034	2.369870e-030	3.330683e+000	1.132432e+002	
6.489760e-035	1.704204e-033	4.234557e-030	3.210207e+000	1.091470e+002	
3.392452e-034	9.139834e-033	9.843594e-030	3.028094e+000	1.029552e+002	
1.495660e-033	4.780646e-032	2.743618e-029	2.792652e+000	9.495018e+001	
5.208790e-034	2.114018e-031	8.632313e-029	2.515464e+000	8.552577e+001	
1.324694e-033	7.350361e-032	2.914637e-028	2.210443e+000	7.515505e+001	
7.690797e-033	1.864830e-031	4.184449e-029	1.892633e+000	6.434951e+001	
8.304579e-033	7.579906e-030	1.765341e-026	3.942214e+000	1.340353e+002	
2.886949e-032	1.171089e-030	4.372268e-027	3.191470e+000	1.085100e+002	
1.431978e-030	2.845252e-029	9.601609e-026	6.266293e+000	2.130540e+002	
2.503595e-028	1.411205e-027	2.110544e-024	1.191536e+001	4.051221e+002	
1.332271e-026	2.467430e-025	5.015175e-023	2.190041e+001	7.446141e+002	
8.455772e-025	1.313020e-023	1.804953e-020	3.882697e+001	1.320117e+003	
2.660234e-023	1.167739e-022	5.972641e-021	2.649708e+001	9.009006e+002	
1.254561e-021	2.621814e-020	2.360823e-018	4.339082e+001	1.475288e+003	
1.663775e-020	1.756348e-019	1.272736e-017	2.720130e+001	9.248441e+002	
4.603591e-019	2.304242e-018	6.957489e-017	1.626630e+001	5.530542e+002	
1.519835e-017	6.350083e-017	4.501163e-016	9.244405e+000	3.143098e+002	
5.823428e-016	2.088022e-015	7.703427e-015	4.971772e+000	1.690402e+002	
1.808249e-009	1.384124e-011	2.276704e-011	2.517979e+000	8.561128e+001	
1.993105e-010	5.118844e-013	4.443955e-013	1.791042e+001	6.089543e+002	
6.741420e-012	1.356415e-012	1.241209e-012	2.962018e+001	1.007086e+003	
1.301366e-010	2.503840e-011	1.172736e-011	2.582326e+001	8.779907e+002	
2.517515e-009	4.665895e-010	1.242943e-010	2.056587e+001	6.992396e+002	
8.831266e-006	3.180302e-008	2.263602e-009	1.478093e+001	5.025516e+002	
2.985973e-007	8.586076e-008	6.329494e-009	1.651875e+001	5.616373e+002	
5.601672e-006	1.617460e-006	6.060112e-008	9.184347e+000	3.122677e+002	
1.050404e-004	3.048970e-005	7.288810e-007	4.323449e+000	1.469963e+002	
2.877012e+001	4.580749e-003	2.256832e-005	1.654904e+000	5.625708e+001	
1.909189e+000	2.061575e-002	3.935323e-004	8.467030e-001	2.872517e+001	
6.439620e-002	5.551775e-002	1.034413e-002	3.070711e-001	9.942356e+000	
